customer_id,quarter,tenure_in_months,phone_service,internet_service,internet_type,contract,payment_method,monthly_charge,total_charges
5469-NUJUR,Q3,19,Yes,No,No Internet,Two Year,Credit Card,19.95,373.5
2625-TRCZQ,Q3,51,No,Yes,DSL,Month-to-Month,Bank Withdrawal,49.65,2553.35
4102-HLENU,Q3,67,Yes,Yes,Cable,Two Year,Credit Card,65.65,4322.85
7266-GSSJX,Q3,11,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,20.45,250.8
7722-VJRQD,Q3,72,No,Yes,Cable,Two Year,Bank Withdrawal,60.95,4549.05
7073-QETQY,Q3,66,Yes,No,No Internet,One Year,Bank Withdrawal,20.35,1359.5
5624-RYAMH,Q3,9,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,19.5,178.85
0196-JTUQI,Q3,9,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,75.2,633.85
7130-YXBRO,Q3,48,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,111.45,5315.1
9272-LSVYH,Q3,10,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,70.15,735.5
3084-DOWLE,Q3,72,Yes,Yes,DSL,Two Year,Bank Withdrawal,92.0,6474.4
1084-MNSMJ,Q3,51,Yes,Yes,DSL,Two Year,Credit Card,85.5,4421.95
6250-CGGUN,Q3,54,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,84.4,4484.05
5478-JJVZK,Q3,33,Yes,Yes,DSL,Month-to-Month,Credit Card,60.9,2033.85
7596-IIWYC,Q3,27,Yes,No,No Internet,Two Year,Bank Withdrawal,20.25,538.2
9793-WECQC,Q3,23,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,95.3,2192.9
4291-HPAXL,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,19.85,19.85
8999-YPYBV,Q3,45,Yes,Yes,Cable,Two Year,Credit Card,84.35,3858.05
1839-FBNFR,Q3,39,Yes,No,No Internet,Two Year,Bank Withdrawal,19.85,854.8
3071-MVJCD,Q3,72,Yes,Yes,Cable,Two Year,Bank Withdrawal,82.3,5815.15
1697-BCSHV,Q3,58,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,66.8,3970.4
0562-KBDVM,Q3,70,No,Yes,DSL,Two Year,Bank Withdrawal,44.6,3058.15
1131-SUEKT,Q3,61,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,98.45,6145.2
3717-OEAUQ,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,70.7,129.2
4538-WNTMJ,Q3,46,Yes,No,No Internet,One Year,Credit Card,24.95,1165.9
9432-RUVSL,Q3,48,Yes,Yes,Fiber Optic,Two Year,Credit Card,102.5,4904.25
8060-HIWJJ,Q3,64,Yes,Yes,DSL,Two Year,Credit Card,86.55,5632.55
7684-XSZIY,Q3,72,Yes,No,No Internet,Two Year,Bank Withdrawal,24.3,1643.25
9089-UOWJG,Q3,12,Yes,Yes,DSL,Month-to-Month,Credit Card,58.35,740.55
8039-ACLPL,Q3,72,Yes,Yes,DSL,Two Year,Credit Card,68.75,4888.2
9885-AIBVB,Q3,29,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,85.8,2440.25
1934-MKPXS,Q3,33,Yes,No,No Internet,One Year,Credit Card,20.1,620.55
2592-YKDIF,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,20.35,20.35
2272-JKMSI,Q3,62,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,110.8,6840.95
8714-CTZJW,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,82.85,319.6
3569-EDBPQ,Q3,24,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,84.35,1938.05
3131-NWVFJ,Q3,14,Yes,No,No Internet,One Year,Mailed Check,19.55,294.5
7521-YXVZY,Q3,3,Yes,No,No Internet,Month-to-Month,Mailed Check,19.95,58.3
2373-NTKOD,Q3,8,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,66.25,546.45
1970-KKFWL,Q3,35,Yes,No,No Internet,Two Year,Bank Withdrawal,23.3,797.1
9337-SRRNI,Q3,66,Yes,No,No Internet,Two Year,Credit Card,25.3,1673.8
0895-UADGO,Q3,8,No,Yes,Cable,Two Year,Mailed Check,44.55,343.45
5678-VFNEQ,Q3,71,Yes,Yes,Fiber Optic,One Year,Credit Card,104.1,7412.25
5977-CKHON,Q3,43,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,92.55,4039.0
1830-GGFNM,Q3,65,Yes,Yes,Fiber Optic,Two Year,Credit Card,94.55,6078.75
5302-BDJNT,Q3,35,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,95.5,3418.2
5223-UZAVK,Q3,64,Yes,Yes,Fiber Optic,One Year,Credit Card,100.3,6603.8
4859-ZSRDZ,Q3,58,No,Yes,Cable,Two Year,Credit Card,55.5,3166.9
9350-VLHMB,Q3,67,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,89.55,6373.1
3498-LZGQZ,Q3,63,Yes,No,No Internet,Two Year,Mailed Check,19.15,1177.05
8785-CJSHH,Q3,60,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,99.8,5985.75
3870-SPZSI,Q3,70,Yes,Yes,Fiber Optic,Two Year,Credit Card,113.05,7869.05
7560-QRBXH,Q3,48,Yes,No,No Internet,One Year,Mailed Check,19.95,936.7
7077-XJMET,Q3,12,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,74.15,741.4
4652-ODEVH,Q3,45,Yes,No,No Internet,Two Year,Mailed Check,24.45,1088.25
6510-UPNKS,Q3,23,Yes,No,No Internet,One Year,Credit Card,24.8,615.35
6718-BDGHG,Q3,43,Yes,Yes,DSL,One Year,Bank Withdrawal,64.85,2908.2
9046-DQMTP,Q3,35,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,20.75,739.9
6439-LAJXL,Q3,9,Yes,Yes,DSL,Month-to-Month,Mailed Check,68.95,593.85
1666-JZPZT,Q3,27,Yes,Yes,Cable,Month-to-Month,Mailed Check,49.0,1291.35
5777-KJIRB,Q3,40,Yes,Yes,Cable,One Year,Credit Card,50.25,2023.55
7677-SJJJK,Q3,8,Yes,No,No Internet,One Year,Credit Card,19.9,153.95
3253-HKOKL,Q3,52,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,100.3,5244.45
7055-HNEOJ,Q3,3,Yes,Yes,Cable,Month-to-Month,Mailed Check,55.8,154.55
5514-YQENT,Q3,41,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,111.15,4507.15
3211-AAPKX,Q3,20,Yes,Yes,Fiber Optic,Month-to-Month,Mailed Check,98.55,2031.95
8445-DNBAE,Q3,1,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,50.05,50.05
2958-NHPPS,Q3,23,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,20.85,473.9
1735-XMJVH,Q3,8,Yes,No,No Internet,Month-to-Month,Mailed Check,19.35,152.6
6890-PFRQX,Q3,18,Yes,Yes,DSL,Month-to-Month,Mailed Check,69.5,1199.4
5899-OUVKV,Q3,31,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.5,2979.2
8681-ICONS,Q3,29,Yes,No,No Internet,Month-to-Month,Mailed Check,20.65,654.85
1621-YNCJH,Q3,36,Yes,Yes,Fiber Optic,Two Year,Credit Card,106.05,3834.4
6362-QHAFM,Q3,42,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,108.3,4586.15
3070-BDOQC,Q3,60,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,99.65,5941.05
6234-PFPXL,Q3,22,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,95.9,2234.95
9824-QCJPK,Q3,36,Yes,No,No Internet,One Year,Mailed Check,20.0,666.75
4283-IVYCI,Q3,9,Yes,Yes,Cable,Month-to-Month,Credit Card,64.95,547.8
1866-OBPNR,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,74.6,74.6
8205-MQUGY,Q3,12,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,49.2,571.15
8970-ANWXO,Q3,23,Yes,Yes,DSL,One Year,Credit Card,73.75,1756.6
9480-BQJEI,Q3,62,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,92.3,5731.45
6979-TNDEU,Q3,8,Yes,No,No Internet,Month-to-Month,Credit Card,19.2,156.85
9777-WJJPR,Q3,31,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,88.65,2683.2
9495-SKLKD,Q3,45,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,95.95,4456.65
5067-DGXLL,Q3,2,Yes,No,No Internet,Month-to-Month,Credit Card,20.25,36.8
6281-FKEWS,Q3,44,No,Yes,Cable,One Year,Bank Withdrawal,49.05,2265.0
8898-KASCD,Q3,39,No,Yes,DSL,One Year,Credit Card,35.55,1309.15
9242-TKFSV,Q3,72,No,Yes,DSL,Two Year,Credit Card,65.1,4754.3
0743-HNPFG,Q3,51,Yes,Yes,DSL,One Year,Credit Card,69.75,3562.5
5035-PGZXH,Q3,56,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,106.8,5914.4
8695-WDYEA,Q3,1,Yes,Yes,DSL,Month-to-Month,Credit Card,51.25,51.25
6543-JXSOO,Q3,23,Yes,Yes,DSL,One Year,Credit Card,57.75,1282.85
8605-ITULD,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,19.55,19.55
6416-YJTTB,Q3,11,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,79.5,795.65
4472-VESGY,Q3,52,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,98.15,4993.4
3195-TQDZX,Q3,3,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,20.25,61.45
3128-YOVTD,Q3,51,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,79.15,4018.55
7041-TXQJH,Q3,37,No,Yes,Cable,Month-to-Month,Credit Card,40.2,1478.85
5014-GSOUQ,Q3,13,Yes,No,No Internet,Two Year,Credit Card,19.95,243.65
5724-BIDBU,Q3,49,Yes,Yes,Cable,One Year,Bank Withdrawal,55.35,2633.95
1769-GRUIK,Q3,18,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,71.1,1247.75
8819-WFGGJ,Q3,68,No,Yes,Cable,Two Year,Bank Withdrawal,54.1,3794.5
7427-AUFPY,Q3,54,Yes,No,No Internet,Two Year,Credit Card,19.65,1008.7
7898-PDWQE,Q3,71,Yes,Yes,DSL,Two Year,Credit Card,80.4,5727.15
9972-EWRJS,Q3,67,Yes,No,No Internet,Two Year,Bank Withdrawal,19.25,1372.9
9314-IJWSQ,Q3,14,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,84.8,1203.9
5799-JRCZO,Q3,63,Yes,No,No Internet,Two Year,Credit Card,19.5,1215.1
1921-KYSAY,Q3,41,Yes,Yes,DSL,One Year,Bank Withdrawal,68.6,2877.05
6198-RTPMF,Q3,17,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,92.6,1579.7
2924-KHUVI,Q3,56,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,100.55,5514.95
1925-GMVBW,Q3,5,Yes,No,No Internet,Month-to-Month,Credit Card,20.55,96.1
6184-DYUOB,Q3,3,Yes,No,No Internet,Month-to-Month,Credit Card,19.6,55.25
9207-ZPANB,Q3,37,Yes,Yes,DSL,One Year,Bank Withdrawal,67.45,2443.3
9327-QSDED,Q3,8,Yes,Yes,DSL,Month-to-Month,Credit Card,43.55,335.4
1656-DRSMG,Q3,63,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,109.85,7002.95
3012-VFFMN,Q3,7,Yes,No,No Internet,Month-to-Month,Credit Card,20.65,158.95
2984-AFWNC,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,95.4,293.15
0640-YJTPY,Q3,72,Yes,No,No Internet,Two Year,Bank Withdrawal,21.0,1493.75
8096-LOIST,Q3,19,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,56.2,1093.4
9764-REAFF,Q3,59,Yes,No,No Internet,Two Year,Bank Withdrawal,18.4,1057.85
7107-UBYKY,Q3,35,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,25.75,882.55
4881-GQJTW,Q3,14,Yes,No,No Internet,Month-to-Month,Credit Card,19.6,300.4
7876-DNYAP,Q3,69,Yes,No,No Internet,Two Year,Credit Card,19.8,1436.95
2882-WDTBA,Q3,69,Yes,Yes,Cable,Two Year,Bank Withdrawal,75.75,5388.15
2091-GPPIQ,Q3,72,Yes,Yes,Cable,Two Year,Bank Withdrawal,78.95,5730.15
5071-FBJFS,Q3,4,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,50.3,217.1
2796-UUZZO,Q3,63,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,80.3,4896.35
2429-AYKKO,Q3,72,Yes,No,No Internet,Two Year,Bank Withdrawal,19.85,1434.1
9798-OPFEM,Q3,46,Yes,No,No Internet,Two Year,Bank Withdrawal,21.1,937.1
3794-NFNCH,Q3,30,Yes,Yes,DSL,Month-to-Month,Credit Card,50.0,1474.9
5193-QLVZB,Q3,63,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,104.75,6536.5
7114-AEOZE,Q3,60,Yes,No,No Internet,Two Year,Bank Withdrawal,19.85,1128.1
5522-NYKPB,Q3,25,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,85.9,2199.05
6518-KZXCB,Q3,22,Yes,No,No Internet,Two Year,Credit Card,25.25,566.5
2245-ADZFJ,Q3,31,Yes,Yes,DSL,Two Year,Bank Withdrawal,80.55,2471.6
7776-QGYJC,Q3,39,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,81.5,3107.3
9313-QOLTZ,Q3,26,Yes,No,No Internet,Month-to-Month,Credit Card,20.9,518.3
4672-FOTSD,Q3,12,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,67.25,832.3
9818-XQCUV,Q3,2,Yes,No,No Internet,Month-to-Month,Credit Card,20.35,45.3
7338-ERIVA,Q3,39,No,Yes,DSL,One Year,Bank Withdrawal,45.05,1790.6
8259-NFJTV,Q3,7,No,Yes,Cable,Month-to-Month,Credit Card,34.65,246.6
6968-GMKPR,Q3,55,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,81.55,4509.5
4751-ERMAN,Q3,72,Yes,Yes,Cable,Two Year,Bank Withdrawal,75.4,5480.25
1436-ZMJAN,Q3,10,Yes,Yes,Cable,Month-to-Month,Credit Card,67.8,653.15
0799-DDIHE,Q3,15,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,46.3,639.45
3070-FNFZQ,Q3,23,Yes,No,No Internet,Two Year,Bank Withdrawal,20.4,478.75
2812-SFXMJ,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,20.05,20.05
5014-WUQMG,Q3,47,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,96.1,4391.45
5312-TSZVC,Q3,15,Yes,No,No Internet,One Year,Credit Card,19.65,270.6
2782-JEEBU,Q3,21,No,Yes,DSL,Month-to-Month,Credit Card,36.0,780.15
5127-BZENZ,Q3,56,Yes,Yes,DSL,One Year,Bank Withdrawal,65.2,3512.15
2720-FVBQP,Q3,6,Yes,Yes,Cable,Month-to-Month,Credit Card,48.95,273.25
4522-XRWWI,Q3,42,Yes,Yes,Cable,One Year,Credit Card,80.45,3375.9
3766-EJLFL,Q3,68,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,109.05,7508.55
5939-SXWHM,Q3,48,Yes,No,No Internet,Two Year,Bank Withdrawal,26.3,1245.05
7643-RCHXS,Q3,63,Yes,No,No Internet,Two Year,Bank Withdrawal,19.35,1263.85
8246-SHFGA,Q3,17,Yes,No,No Internet,Month-to-Month,Credit Card,21.1,385.55
0620-XEFWH,Q3,4,Yes,No,No Internet,Month-to-Month,Credit Card,18.85,84.2
6485-QXWWE,Q3,62,Yes,No,No Internet,Two Year,Bank Withdrawal,26.0,1638.7
7321-VGNKU,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,70.35,120.25
5327-CNLUQ,Q3,48,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,96.9,4473.45
7552-KEYGT,Q3,27,Yes,No,No Internet,Two Year,Bank Withdrawal,19.55,520.55
5816-JMLGY,Q3,70,Yes,Yes,DSL,Two Year,Bank Withdrawal,80.4,5717.85
2927-QRRQV,Q3,46,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,94.65,4312.5
6265-SXWBU,Q3,69,Yes,Yes,Fiber Optic,One Year,Credit Card,95.75,6511.25
7941-RCJOW,Q3,65,Yes,No,No Internet,Two Year,Credit Card,19.55,1218.65
2387-KDZQY,Q3,17,Yes,No,No Internet,One Year,Credit Card,20.1,279.5
3584-WKTTW,Q3,51,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,111.55,5720.35
3399-BMLVW,Q3,51,Yes,Yes,DSL,Two Year,Credit Card,60.5,3121.45
1971-DTCZB,Q3,72,Yes,Yes,DSL,Two Year,Bank Withdrawal,90.95,6468.6
3374-PZLXD,Q3,34,Yes,No,No Internet,Month-to-Month,Credit Card,19.7,675.6
3813-DHBBB,Q3,67,No,Yes,DSL,Two Year,Bank Withdrawal,50.95,3521.7
2812-REYAT,Q3,49,Yes,No,No Internet,One Year,Bank Withdrawal,20.05,923.1
6518-PPLMZ,Q3,53,Yes,No,No Internet,Two Year,Credit Card,19.4,1110.35
4939-KYYPY,Q3,27,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,59.45,1611.65
5930-GBIWP,Q3,69,Yes,Yes,Cable,Two Year,Credit Card,81.5,5553.25
6022-KOUQO,Q3,2,No,Yes,Cable,Month-to-Month,Bank Withdrawal,29.05,44.75
2361-UPSND,Q3,46,Yes,Yes,DSL,One Year,Credit Card,70.6,3231.05
6035-RIIOM,Q3,54,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,97.2,5129.45
9504-DSHWM,Q3,20,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,59.2,1191.2
5035-BVCXS,Q3,11,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,75.9,866.4
3533-UVMOM,Q3,68,Yes,Yes,DSL,Two Year,Bank Withdrawal,70.95,4741.45
1478-VPOAD,Q3,1,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,43.8,43.8
9995-HOTOH,Q3,63,No,Yes,Cable,Two Year,Bank Withdrawal,59.0,3707.6
2988-PLAHS,Q3,3,Yes,Yes,Cable,One Year,Bank Withdrawal,69.95,220.45
1371-OJCEK,Q3,48,Yes,No,No Internet,One Year,Bank Withdrawal,24.35,1133.7
4999-IEZLT,Q3,66,No,Yes,Cable,One Year,Credit Card,29.45,1983.15
8883-ANODQ,Q3,68,Yes,Yes,Fiber Optic,Two Year,Credit Card,84.4,5746.75
2351-RRBUE,Q3,7,Yes,No,No Internet,One Year,Mailed Check,20.65,134.05
5980-BDHPY,Q3,72,Yes,Yes,Cable,Two Year,Bank Withdrawal,87.1,6230.1
1498-DQNRX,Q3,29,Yes,No,No Internet,Month-to-Month,Mailed Check,19.85,573.05
9469-WEJBT,Q3,37,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,90.35,3419.3
2581-VKIRT,Q3,59,Yes,Yes,Cable,One Year,Mailed Check,65.5,3801.3
2851-MMUTZ,Q3,27,Yes,Yes,Cable,Month-to-Month,Mailed Check,56.15,1439.35
3307-TLCUD,Q3,17,No,Yes,Cable,Month-to-Month,Mailed Check,34.4,592.75
6625-FLENO,Q3,58,Yes,No,No Internet,Two Year,Credit Card,20.75,1185.95
2967-MXRAV,Q3,1,Yes,No,No Internet,One Year,Mailed Check,18.8,18.8
8189-HBVRW,Q3,53,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,90.8,4921.2
4163-KIUHY,Q3,35,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,25.6,901.25
3500-NSDOA,Q3,68,Yes,Yes,Cable,Two Year,Credit Card,70.8,4859.95
1171-TYKUR,Q3,47,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,25.4,1139.2
1219-NNDDO,Q3,9,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,76.85,663.55
8388-DMKAE,Q3,8,Yes,No,No Internet,Two Year,Mailed Check,20.25,174.65
4403-BWPAY,Q3,14,Yes,No,No Internet,One Year,Credit Card,24.8,321.7
9659-QEQSY,Q3,45,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,115.65,5125.5
5405-ZMYXQ,Q3,8,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,74.6,548.9
1442-OKRJE,Q3,66,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,103.15,7031.3
4737-AQCPU,Q3,72,Yes,Yes,DSL,Two Year,Credit Card,72.1,5016.65
2808-CHTDM,Q3,23,Yes,No,No Internet,Two Year,Mailed Check,25.1,611.45
0793-TWELN,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,80.15,319.85
3283-WCWXT,Q3,6,Yes,No,No Internet,Two Year,Mailed Check,25.4,153.3
5451-MHQOF,Q3,56,Yes,No,No Internet,One Year,Mailed Check,24.45,1431.65
4836-WNFNO,Q3,72,Yes,No,No Internet,Two Year,Credit Card,25.0,1849.2
9225-BZLNZ,Q3,72,Yes,Yes,DSL,Two Year,Bank Withdrawal,85.25,6083.1
0354-VXMJC,Q3,23,Yes,No,No Internet,Two Year,Credit Card,19.6,426.65
4422-QVIJA,Q3,35,Yes,Yes,DSL,Month-to-Month,Mailed Check,50.15,1655.35
8332-OSJDW,Q3,12,Yes,No,No Internet,One Year,Mailed Check,26.4,314.95
4735-BJKOU,Q3,40,Yes,No,No Internet,Two Year,Mailed Check,20.15,804.85
0274-JKUJR,Q3,7,No,Yes,Cable,Month-to-Month,Credit Card,58.85,465.7
5740-YHGTW,Q3,70,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,97.55,6669.05
8917-SZTTJ,Q3,60,Yes,No,No Internet,Two Year,Credit Card,19.65,1161.75
1696-MZVAU,Q3,39,No,Yes,DSL,One Year,Credit Card,25.25,947.75
7359-WWYJV,Q3,72,Yes,Yes,Fiber Optic,Two Year,Credit Card,114.45,8375.05
4906-ZHGPK,Q3,54,Yes,Yes,DSL,One Year,Bank Withdrawal,70.7,3770.0
3795-GWTRD,Q3,63,Yes,Yes,Cable,Two Year,Credit Card,75.55,4707.85
1298-PHBTI,Q3,71,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,84.8,6152.4
6223-DHJGV,Q3,42,Yes,No,No Internet,One Year,Credit Card,20.65,958.1
6961-MJKBO,Q3,47,Yes,No,No Internet,Two Year,Bank Withdrawal,20.45,943.0
8158-WPEZG,Q3,11,No,Yes,DSL,Month-to-Month,Bank Withdrawal,35.65,425.1
0727-BNRLG,Q3,69,Yes,Yes,Fiber Optic,Two Year,Credit Card,97.65,6743.55
6435-SRWBJ,Q3,5,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,82.75,417.75
9964-WBQDJ,Q3,71,Yes,No,No Internet,Two Year,Credit Card,24.4,1725.4
6303-KFWSL,Q3,29,Yes,Yes,DSL,One Year,Bank Withdrawal,55.25,1620.2
1702-CCFNJ,Q3,52,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,61.35,3169.55
8932-CZHRQ,Q3,68,Yes,Yes,DSL,One Year,Credit Card,76.75,5233.25
0386-CWRGM,Q3,46,Yes,No,No Internet,Two Year,Credit Card,19.4,967.85
5515-RUGKN,Q3,8,Yes,Yes,DSL,Month-to-Month,Credit Card,54.75,438.05
0404-AHASP,Q3,72,Yes,No,No Internet,Two Year,Credit Card,19.7,1421.9
7279-NMVJC,Q3,17,Yes,No,No Internet,One Year,Bank Withdrawal,19.9,323.15
2081-VEYEH,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,107.95,318.6
9060-HJJRW,Q3,51,No,Yes,DSL,One Year,Credit Card,56.4,2928.5
2587-YNLES,Q3,6,Yes,No,No Internet,Two Year,Credit Card,20.1,100.35
7398-SKNQZ,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.9,273.2
1958-RNRKS,Q3,30,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,49.9,1441.95
5136-RGMZO,Q3,31,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,71.05,2168.15
8345-MVDYC,Q3,45,Yes,Yes,DSL,Two Year,Bank Withdrawal,81.65,3618.7
8226-BXGES,Q3,64,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,89.45,5692.65
1015-OWJKI,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,19.05,19.05
2040-XBAVJ,Q3,72,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,114.45,8100.55
8887-IPQNC,Q3,7,Yes,Yes,DSL,Month-to-Month,Credit Card,44.25,313.45
8646-JCOMS,Q3,66,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,90.55,6130.95
1222-KJNZD,Q3,40,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,20.4,745.3
0106-GHRQR,Q3,16,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,71.4,1212.1
3768-VHXQO,Q3,67,Yes,No,No Internet,Two Year,Credit Card,24.85,1583.5
8952-WCVCD,Q3,41,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,104.45,4162.05
2418-TPEUN,Q3,56,Yes,No,No Internet,Two Year,Credit Card,19.8,1119.9
3963-RYFNS,Q3,72,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,116.45,8013.55
8540-ZQGEA,Q3,54,Yes,No,No Internet,Two Year,Credit Card,20.05,1102.4
4137-JOPHL,Q3,50,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,89.7,4304.5
7801-CEDNV,Q3,27,Yes,Yes,DSL,One Year,Credit Card,48.7,1421.75
3658-QQJYD,Q3,62,Yes,Yes,Cable,One Year,Credit Card,74.3,4698.05
1803-BGNBD,Q3,12,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,54.3,654.5
6950-TWMYB,Q3,54,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,79.95,4362.05
5848-FHRFC,Q3,68,Yes,No,No Internet,Two Year,Bank Withdrawal,20.05,1386.9
2243-FNMMI,Q3,20,Yes,No,No Internet,Month-to-Month,Credit Card,19.4,415.4
2511-MORQY,Q3,50,Yes,Yes,DSL,One Year,Bank Withdrawal,54.9,2614.1
5356-KZCKT,Q3,58,Yes,No,No Internet,Two Year,Credit Card,24.45,1513.6
9470-XCCEM,Q3,35,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,89.65,3161.6
6519-CFDBX,Q3,2,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,45.4,80.95
3902-MIVLE,Q3,63,Yes,Yes,DSL,Two Year,Credit Card,75.7,4676.7
0409-WTMPL,Q3,58,Yes,Yes,Fiber Optic,One Year,Credit Card,110.65,6526.65
8763-KIAFH,Q3,27,Yes,No,No Internet,One Year,Credit Card,20.55,583.3
3669-WHAFY,Q3,71,Yes,Yes,Fiber Optic,Two Year,Credit Card,115.15,8078.1
3055-VTCGS,Q3,63,Yes,Yes,DSL,One Year,Credit Card,58.55,3503.5
3144-KMTWZ,Q3,71,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,93.25,6669.45
